Candidate,Target,Assignments,ProgramPath,ExecutionResult,Label,Accepted,Error,Prompt
1,T,"main:max_msg_size:1=100
main:buffer_read_offset:1=1
main:buffer_bytes_left:1=0
",/home/quasar/Documents/FocusTNT/results_InputGeneration/FSE/loop/Incorrect_Update_for_Loop_Iterator_1_NT/input_generator_artifacts/generated_programs/Incorrect_Update_for_Loop_Iterator_1_NT_TestCase1.c,COMPLETED,T,true,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
2,T,"main:max_msg_size:1=200
main:buffer_read_offset:1=5
main:buffer_bytes_left:1=64
",/home/quasar/Documents/FocusTNT/results_InputGeneration/FSE/loop/Incorrect_Update_for_Loop_Iterator_1_NT/input_generator_artifacts/generated_programs/Incorrect_Update_for_Loop_Iterator_1_NT_TestCase2.c,COMPLETED,T,true,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Previously generated assignment sets are listed below. Generate a materially different set and do not duplicate any of them.
Previous 1: main:max_msg_size:1=100; main:buffer_read_offset:1=1; main:buffer_bytes_left:1=0; 

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
3,T,"main:max_msg_size:1=150
main:buffer_read_offset:1=7
main:buffer_bytes_left:1=3
",/home/quasar/Documents/FocusTNT/results_InputGeneration/FSE/loop/Incorrect_Update_for_Loop_Iterator_1_NT/input_generator_artifacts/generated_programs/Incorrect_Update_for_Loop_Iterator_1_NT_TestCase3.c,COMPLETED,T,true,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Previously generated assignment sets are listed below. Generate a materially different set and do not duplicate any of them.
Previous 1: main:max_msg_size:1=100; main:buffer_read_offset:1=1; main:buffer_bytes_left:1=0; 
Previous 2: main:max_msg_size:1=200; main:buffer_read_offset:1=5; main:buffer_bytes_left:1=64; 

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
4,T,"main:max_msg_size:1=-1
main:buffer_read_offset:1=10
main:buffer_bytes_left:1=5
",/home/quasar/Documents/FocusTNT/results_InputGeneration/FSE/loop/Incorrect_Update_for_Loop_Iterator_1_NT/input_generator_artifacts/generated_programs/Incorrect_Update_for_Loop_Iterator_1_NT_TestCase4.c,COMPLETED,T,true,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Previously generated assignment sets are listed below. Generate a materially different set and do not duplicate any of them.
Previous 1: main:max_msg_size:1=100; main:buffer_read_offset:1=1; main:buffer_bytes_left:1=0; 
Previous 2: main:max_msg_size:1=200; main:buffer_read_offset:1=5; main:buffer_bytes_left:1=64; 
Previous 3: main:max_msg_size:1=150; main:buffer_read_offset:1=7; main:buffer_bytes_left:1=3; 

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
5,T,"main:max_msg_size:1=8
main:buffer_read_offset:1=4
main:buffer_bytes_left:1=0
",/home/quasar/Documents/FocusTNT/results_InputGeneration/FSE/loop/Incorrect_Update_for_Loop_Iterator_1_NT/input_generator_artifacts/generated_programs/Incorrect_Update_for_Loop_Iterator_1_NT_TestCase5.c,COMPLETED,T,true,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Previously generated assignment sets are listed below. Generate a materially different set and do not duplicate any of them.
Previous 1: main:max_msg_size:1=100; main:buffer_read_offset:1=1; main:buffer_bytes_left:1=0; 
Previous 2: main:max_msg_size:1=200; main:buffer_read_offset:1=5; main:buffer_bytes_left:1=64; 
Previous 3: main:max_msg_size:1=150; main:buffer_read_offset:1=7; main:buffer_bytes_left:1=3; 
Previous 4: main:max_msg_size:1=-1; main:buffer_read_offset:1=10; main:buffer_bytes_left:1=5; 

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
6,T,"main:max_msg_size:1=-1
main:buffer_read_offset:1=2
main:buffer_bytes_left:1=0
",/home/quasar/Documents/FocusTNT/results_InputGeneration/FSE/loop/Incorrect_Update_for_Loop_Iterator_1_NT/input_generator_artifacts/generated_programs/Incorrect_Update_for_Loop_Iterator_1_NT_TestCase6.c,COMPLETED,T,true,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Previously generated assignment sets are listed below. Generate a materially different set and do not duplicate any of them.
Previous 1: main:max_msg_size:1=100; main:buffer_read_offset:1=1; main:buffer_bytes_left:1=0; 
Previous 2: main:max_msg_size:1=200; main:buffer_read_offset:1=5; main:buffer_bytes_left:1=64; 
Previous 3: main:max_msg_size:1=150; main:buffer_read_offset:1=7; main:buffer_bytes_left:1=3; 
Previous 4: main:max_msg_size:1=-1; main:buffer_read_offset:1=10; main:buffer_bytes_left:1=5; 
Previous 5: main:max_msg_size:1=8; main:buffer_read_offset:1=4; main:buffer_bytes_left:1=0; 

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
7,T,"main:max_msg_size:1=2
main:buffer_read_offset:1=10
main:buffer_bytes_left:1=0
",,TIMEOUT,LIKELY_NT,false,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Previously generated assignment sets are listed below. Generate a materially different set and do not duplicate any of them.
Previous 1: main:max_msg_size:1=100; main:buffer_read_offset:1=1; main:buffer_bytes_left:1=0; 
Previous 2: main:max_msg_size:1=200; main:buffer_read_offset:1=5; main:buffer_bytes_left:1=64; 
Previous 3: main:max_msg_size:1=150; main:buffer_read_offset:1=7; main:buffer_bytes_left:1=3; 
Previous 4: main:max_msg_size:1=-1; main:buffer_read_offset:1=10; main:buffer_bytes_left:1=5; 
Previous 5: main:max_msg_size:1=8; main:buffer_read_offset:1=4; main:buffer_bytes_left:1=0; 
Previous 6: main:max_msg_size:1=-1; main:buffer_read_offset:1=2; main:buffer_bytes_left:1=0; 

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
8,T,"main:max_msg_size:1=10
main:buffer_read_offset:1=3
main:buffer_bytes_left:1=32
",/home/quasar/Documents/FocusTNT/results_InputGeneration/FSE/loop/Incorrect_Update_for_Loop_Iterator_1_NT/input_generator_artifacts/generated_programs/Incorrect_Update_for_Loop_Iterator_1_NT_TestCase7.c,COMPLETED,T,true,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Previously generated assignment sets are listed below. Generate a materially different set and do not duplicate any of them.
Previous 1: main:max_msg_size:1=100; main:buffer_read_offset:1=1; main:buffer_bytes_left:1=0; 
Previous 2: main:max_msg_size:1=200; main:buffer_read_offset:1=5; main:buffer_bytes_left:1=64; 
Previous 3: main:max_msg_size:1=150; main:buffer_read_offset:1=7; main:buffer_bytes_left:1=3; 
Previous 4: main:max_msg_size:1=-1; main:buffer_read_offset:1=10; main:buffer_bytes_left:1=5; 
Previous 5: main:max_msg_size:1=8; main:buffer_read_offset:1=4; main:buffer_bytes_left:1=0; 
Previous 6: main:max_msg_size:1=-1; main:buffer_read_offset:1=2; main:buffer_bytes_left:1=0; 
Previous 7: main:max_msg_size:1=2; main:buffer_read_offset:1=10; main:buffer_bytes_left:1=0; 

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
9,T,"main:max_msg_size:1=10
main:buffer_read_offset:1=3
main:buffer_bytes_left:1=30
",/home/quasar/Documents/FocusTNT/results_InputGeneration/FSE/loop/Incorrect_Update_for_Loop_Iterator_1_NT/input_generator_artifacts/generated_programs/Incorrect_Update_for_Loop_Iterator_1_NT_TestCase8.c,COMPLETED,T,true,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Previously generated assignment sets are listed below. Generate a materially different set and do not duplicate any of them.
Previous 1: main:max_msg_size:1=100; main:buffer_read_offset:1=1; main:buffer_bytes_left:1=0; 
Previous 2: main:max_msg_size:1=200; main:buffer_read_offset:1=5; main:buffer_bytes_left:1=64; 
Previous 3: main:max_msg_size:1=150; main:buffer_read_offset:1=7; main:buffer_bytes_left:1=3; 
Previous 4: main:max_msg_size:1=-1; main:buffer_read_offset:1=10; main:buffer_bytes_left:1=5; 
Previous 5: main:max_msg_size:1=8; main:buffer_read_offset:1=4; main:buffer_bytes_left:1=0; 
Previous 6: main:max_msg_size:1=-1; main:buffer_read_offset:1=2; main:buffer_bytes_left:1=0; 
Previous 7: main:max_msg_size:1=2; main:buffer_read_offset:1=10; main:buffer_bytes_left:1=0; 
Previous 8: main:max_msg_size:1=10; main:buffer_read_offset:1=3; main:buffer_bytes_left:1=32; 

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
10,T,"main:max_msg_size:1=70
main:buffer_read_offset:1=20
main:buffer_bytes_left:1=10
",/home/quasar/Documents/FocusTNT/results_InputGeneration/FSE/loop/Incorrect_Update_for_Loop_Iterator_1_NT/input_generator_artifacts/generated_programs/Incorrect_Update_for_Loop_Iterator_1_NT_TestCase9.c,COMPLETED,T,true,,"You generate concrete values for nondeterministic inputs in a C/C++ program.
Your goal is to produce ONE complete assignment set that is likely to make the program terminate.

Important rules:
1. Return a value for EVERY listed nondeterministic input ID.
2. Use each ID exactly once.
3. Respect the declared C/C++ type.
4. For an array, return the value as an array containing exactly the required number of elements.
5. For char arrays, each element must be exactly one character. Return the character itself without C single quotes.
6. Prefer small-magnitude values unless larger values are necessary to achieve the requested execution behavior.

Nondeterministic inputs:
- id: main:max_msg_size:1, type: int
- id: main:buffer_read_offset:1, type: int
- id: main:buffer_bytes_left:1, type: int

Previously generated assignment sets are listed below. Generate a materially different set and do not duplicate any of them.
Previous 1: main:max_msg_size:1=100; main:buffer_read_offset:1=1; main:buffer_bytes_left:1=0; 
Previous 2: main:max_msg_size:1=200; main:buffer_read_offset:1=5; main:buffer_bytes_left:1=64; 
Previous 3: main:max_msg_size:1=150; main:buffer_read_offset:1=7; main:buffer_bytes_left:1=3; 
Previous 4: main:max_msg_size:1=-1; main:buffer_read_offset:1=10; main:buffer_bytes_left:1=5; 
Previous 5: main:max_msg_size:1=8; main:buffer_read_offset:1=4; main:buffer_bytes_left:1=0; 
Previous 6: main:max_msg_size:1=-1; main:buffer_read_offset:1=2; main:buffer_bytes_left:1=0; 
Previous 7: main:max_msg_size:1=2; main:buffer_read_offset:1=10; main:buffer_bytes_left:1=0; 
Previous 8: main:max_msg_size:1=10; main:buffer_read_offset:1=3; main:buffer_bytes_left:1=32; 
Previous 9: main:max_msg_size:1=10; main:buffer_read_offset:1=3; main:buffer_bytes_left:1=30; 

Program:
extern int __VERIFIER_nondet_int(void);
/*
Commit Number: bf1257b40dcac15cb7bb48ba809775885449a5e8
URL: https://github.com/radarsat1/liblo/commit/bf1257b40dcac15cb7bb48ba809775885449a5e8
Project Name: liblo
License: LGPL-2.1
termination: FALSE

*/
int main()
{
    int max_msg_size = __VERIFIER_nondet_int();
    int buffer_read_offset = __VERIFIER_nondet_int();
    int buffer_bytes_left = __VERIFIER_nondet_int();
    if( max_msg_size < -1 || buffer_read_offset <= 0 || buffer_bytes_left < 0 )
        return 0;
    int size = 64;
    while( buffer_bytes_left < size / 2)
    {
        size *= 2;
        if( max_msg_size != -1 && size > max_msg_size )
            size = max_msg_size;
        buffer_bytes_left = size - buffer_read_offset;
    }
    return 0;
}

"
